,Name,Intro,Link
828,MonkeyBoard,Language-learning Mobile Keyboard,https://finder.startupnationcentral.org/company_page/monkeyboard
829,Academix,Connecting Industry and Academia,https://finder.startupnationcentral.org/company_page/academix
830,i-BrainTech,Neuro Sports Training Platform,https://finder.startupnationcentral.org/company_page/i-braintech
831,Cognni,Zero-effort Information Intelligence,https://finder.startupnationcentral.org/company_page/shieldox
832,Peoples' FinTech,Financial Trading Software,https://finder.startupnationcentral.org/company_page/peoples-fintech
833,Housee,Real Estate Chatbot,https://finder.startupnationcentral.org/company_page/housee
834,Litigation Master,Legal and Financial Document Analysis,https://finder.startupnationcentral.org/company_page/litigation-master
835,Toref,Smart Sensors for Firearms,https://finder.startupnationcentral.org/company_page/toref
836,Otoma,Bridge between Software Vendors and Financial Institutions,https://finder.startupnationcentral.org/company_page/insightguard
837,Orbotech,"Manufacturing Solutions for PCBs, FPDs, and Semiconductors",https://finder.startupnationcentral.org/company_page/orbotech
838,Blend,AI-powered End-to-end Localization Services,https://finder.startupnationcentral.org/company_page/one-hour-translation
839,RAS Robotics,Autonomous Robotic Systems for Large Facilities,https://finder.startupnationcentral.org/company_page/ras-robotics
840,Alto Technologies,AI Chatbot for Enterprise CRM,https://finder.startupnationcentral.org/company_page/alto-a-i
841,MyndYou,AI-based Voice Bot for Remote Patient Engagement and Monitoring,https://finder.startupnationcentral.org/company_page/myndyou
842,Vectoraic,UAV-based Blockchain Technology for the Automotive Industry,https://finder.startupnationcentral.org/company_page/vectoraic
843,Identick,Marketing Intelligence for B2B Companies,https://finder.startupnationcentral.org/company_page/identick
844,FactorData,Large-scale Data Storage Management and Optimization,https://finder.startupnationcentral.org/company_page/factordata
845,BUILDIN,Financial Services Marketplace for Real Estate Transactions,https://finder.startupnationcentral.org/company_page/buildin
846,FinState,Financial Statement Analysis Service,https://finder.startupnationcentral.org/company_page/finstate
847,FirstMatch Networks,Employment Matchmaking,https://finder.startupnationcentral.org/company_page/firstmatch-networks
848,AlephBot,AI for Real-time Information During Medical Procedures,https://finder.startupnationcentral.org/company_page/alephbot
849,ServiceBot,Chatbot Service Powered by Blockchain Technology,https://finder.startupnationcentral.org/company_page/service-bot
850,LittleOne.Care,Deep-learning Solution for Parents,https://finder.startupnationcentral.org/company_page/littleone-care
851,Coolano,Bridging the Gap Between Social Media and Business Leads,https://finder.startupnationcentral.org/company_page/coolano
852,Way2Vat,VAT Reclamation App for Global Companies,https://finder.startupnationcentral.org/company_page/way2vat
853,ELTA Systems,"Intelligence, Surveillance, and Reconnaissance Solutions",https://finder.startupnationcentral.org/company_page/elta-systems
854,Canonic,Medical-grade Cannabis Products,https://finder.startupnationcentral.org/company_page/canonic
855,Healthica,Crowdsourcing and Correlating Health and Lifestyle Data,https://finder.startupnationcentral.org/company_page/correlife
856,Welltika,Enterprise Health and Wellness Management Platform,https://finder.startupnationcentral.org/company_page/welltica
857,bo3dy,Personalized Fitness Program,https://finder.startupnationcentral.org/company_page/bo3dy
858,Bridgify,Crowdsourced and AI-based Travel Itinerary,https://finder.startupnationcentral.org/company_page/bridgify
859,Rafael Advanced Defense Systems,Military Defense Systems and Related Commercial Applications,https://finder.startupnationcentral.org/company_page/rafael-advanced-defense-systems
860,Genetika+,Personalized Treatment Solutions for Depression,https://finder.startupnationcentral.org/company_page/genetika
861,Visual Estate,Advanced Visual Solutions for the Real Estate Industry,https://finder.startupnationcentral.org/company_page/visual-estate1
862,BeThere,Social Activities Platform,https://finder.startupnationcentral.org/company_page/bethere
863,Navina Technologies,AI-based Patient Profiles for Primary Care,https://finder.startupnationcentral.org/company_page/navina-technologies
864,Hivory,Network Capital Platform,https://finder.startupnationcentral.org/company_page/hivory
865,VITALERTER,Contact-less Patient-monitoring Platform,https://finder.startupnationcentral.org/company_page/vitalerter
866,BEAM Travel Technology,AI-based Social Trip-planning Platform,https://finder.startupnationcentral.org/company_page/beam-travel-technology
867,Deltika,Dynamic Interpretation and Novelty Detector for Financial Models,https://finder.startupnationcentral.org/company_page/deltika
868,Nine Plus Life,Online Marketplace Connecting Pregnant Women with Doulas,https://finder.startupnationcentral.org/company_page/nine-plus-life
869,Cannalyze,"Database of Cannabis Strains, Compounds, and Potency",https://finder.startupnationcentral.org/company_page/cannalyze
870,Webeyez,Website Monitoring and Analysis for eCommerce,https://finder.startupnationcentral.org/company_page/webeyez
871,Somatix,Remote Patient-monitoring Software Solution,https://finder.startupnationcentral.org/company_page/somatix
872,MiLi Medical Solutions,AI-powered Lab Interpretation and Guidance,https://finder.startupnationcentral.org/company_page/mili-medical-solutions
873,PhysDigital,In-home Digital Therapeutics,https://finder.startupnationcentral.org/company_page/physdigital
874,Urbanize Analytics,Outdoor Advertising Platform,https://finder.startupnationcentral.org/company_page/urbanize-analytics
875,PlaySight Interactive,Sports AI and Automated Production for Streaming and Performance Video Analysis,https://finder.startupnationcentral.org/company_page/playsight-interactive
876,Chaterr,Customized Chatbots,https://finder.startupnationcentral.org/company_page/chaterr
877,Seebuy,Image-based eCommerce System,https://finder.startupnationcentral.org/company_page/seebuy
878,Neura,Behavior Intelligence Platform,https://finder.startupnationcentral.org/company_page/neura
879,RodRadar,Obstacle Detection Sensors for the Construction Industry,https://finder.startupnationcentral.org/company_page/rod-radar
880,FlyTech IL,Aerial Field-monitoring Solution,https://finder.startupnationcentral.org/company_page/flytech-il
881,CrediTune Technologies,Automated Risk Analysis Solution,https://finder.startupnationcentral.org/company_page/creditune-technologies
882,DivergentCapital,Predictive Funder for Small Businesses,https://finder.startupnationcentral.org/company_page/divergentcapital
883,Algosave,Accounting and Regulatory Requirement Solutions for Financial Institutions,https://finder.startupnationcentral.org/company_page/algosave
884,2bPrecise,Precision Medicine Solution,https://finder.startupnationcentral.org/company_page/2bprecise
885,Exceed.ai,Automated AI-powered Sales Development,https://finder.startupnationcentral.org/company_page/nyala
886,Qanta.ai,Virtual Assistant for Mortgage Seekers,https://finder.startupnationcentral.org/company_page/qanta
887,Findodo,AI-based Gift Discovery,https://finder.startupnationcentral.org/company_page/findodo
888,QualiTalk,Video Communication Coach for Sales Teams,https://finder.startupnationcentral.org/company_page/mindecipher
889,Albert Technologies,Artificial Intelligence Marketing Platform,https://finder.startupnationcentral.org/company_page/adgorithms
890,CB4 Analytics,Predictive Sales Analytics,https://finder.startupnationcentral.org/company_page/c-b4
891,Neurotech Solutions,AI-based Technology for Diagnosing ADHD,https://finder.startupnationcentral.org/company_page/neurotech-solutions
892,Similari,AI-based Patent Analytics Solution,https://finder.startupnationcentral.org/company_page/similari
893,Drippler,Personalized Technology Info and Tips for Smartphone Users,https://finder.startupnationcentral.org/company_page/drippler
894,WonderVoice Technologies,AI-powered Contextual Voice Assistant for IoT,https://finder.startupnationcentral.org/company_page/wondervoice
895,RealFace,Innovating Digital Authentication and User Interaction,https://finder.startupnationcentral.org/company_page/pickeez
896,Camerai,Cross-platform AR Graphics,https://finder.startupnationcentral.org/company_page/tipit
897,Neomatix,Optical Tire Pressure Monitoring,https://finder.startupnationcentral.org/company_page/neomatix
898,Dance For Life,Dance Training Platform to Enhance Mental Acuity,https://finder.startupnationcentral.org/company_page/dance4life
899,Guggy,Enhancing Text Messages with GIFs and Stickers,https://finder.startupnationcentral.org/company_page/guggy
900,Meekan,AI Scheduling Assistant,https://finder.startupnationcentral.org/company_page/meekan
901,Parallel Machines,Analytics Platform,https://finder.startupnationcentral.org/company_page/parallel-machines
902,Sesame Enable,Hands-free Accessibility for Mobile Devices,https://finder.startupnationcentral.org/company_page/sesame-enable
903,Tingz.me,Predictive and Personalized App Discovery Platform,https://finder.startupnationcentral.org/company_page/tingz-me
904,n-Join,Data-driven Production Optimization,https://finder.startupnationcentral.org/company_page/n-join
905,Fleetonomy,AI-based Optimization Solutions for Fleets of Autonomous Vehicles,https://finder.startupnationcentral.org/company_page/fleetonomy
906,Astralink,Preventing Construction Errors in Real Time,https://finder.startupnationcentral.org/company_page/astralink
907,MedAware,Eliminating Prescription Errors,https://finder.startupnationcentral.org/company_page/medaware
908,Well-Beat,Behavioral AI-based Patient Engagement Solution,https://finder.startupnationcentral.org/company_page/well-beat
909,FashionTek,3D Virtual Dressing Room,https://finder.startupnationcentral.org/company_page/fashiontek
910,Aduptiv,Analytics and Insights for Brick-and-Mortar Stores,https://finder.startupnationcentral.org/company_page/aduptiv
911,Homelend,Blockchain-based Mortgage Crowdfunding Platform,https://finder.startupnationcentral.org/company_page/homelend
912,xFind,Contextual Search Solution for Enterprises,https://finder.startupnationcentral.org/company_page/whimtrack
913,DexM,Internal Fraud Detection for Small Businesses,https://finder.startupnationcentral.org/company_page/dexm
914,Aug-Mental,Increasing Workforce Productivity through Detection of Depression Patterns,https://finder.startupnationcentral.org/company_page/aug-mental
915,Memoria,Intelligent Assistant for Patients with Alzheimer's Disease,https://finder.startupnationcentral.org/company_page/memoria
916,KolGene,Genetic Testing,https://finder.startupnationcentral.org/company_page/kolgene
917,Life Beat,Music-based Treatment Platform,https://finder.startupnationcentral.org/company_page/life-beat
918,Propdo,AI Predictions for Real Estate,https://finder.startupnationcentral.org/company_page/propdo
919,Syte,Visual AI Platform for Retail,https://finder.startupnationcentral.org/company_page/syte
920,Body Vision Medical,Real-time Navigation Platform for Cancer Diagnostics,https://finder.startupnationcentral.org/company_page/body-vision-medical
921,Camereyes,Deep-learning Imaging Platform to Prevent Diabetic Retinopathy,https://finder.startupnationcentral.org/company_page/camereyes
922,TweezDiam,Tools to Help Boost Diamond Sales,https://finder.startupnationcentral.org/company_page/tweezar
923,Data2Life,Multidimensional Health Intelligence,https://finder.startupnationcentral.org/company_page/data2life
924,Carats.io,Secondary Diamond Market,https://finder.startupnationcentral.org/company_page/carats-io
925,WallSensor Technologies,Smart Home Sensors for Detecting Infestations,https://finder.startupnationcentral.org/company_page/wallsensor-technologies-ltd
926,2Sens,Virtual-reality Technology for Smartphones,https://finder.startupnationcentral.org/company_page/2sens
927,Versatile,Process Control Solution for Construction Sites,https://finder.startupnationcentral.org/company_page/versatile-natures
928,Facio,Smart Contract Management for the Financial Services Industry,https://finder.startupnationcentral.org/company_page/facio
929,Kytera,Smart Remote Caregiver for Aging at Home,https://finder.startupnationcentral.org/company_page/kytera
930,BioGaming,VR Physical Therapy Platform,https://finder.startupnationcentral.org/company_page/biogaming
931,Beyond Verbal Communication,Voice-enabled AI Solutions for Optimizing Healthcare,https://finder.startupnationcentral.org/company_page/beyond-verbal
932,Inova Diamonds,Jewelry Visualization Using Augmented Reality,https://finder.startupnationcentral.org/company_page/inova-diamonds
933,Unbotify,Bot Detection,https://finder.startupnationcentral.org/company_page/unbotify
934,ChameleonX,AI-based Website Protection Platform,https://finder.startupnationcentral.org/company_page/chameleonx
935,TheWhollySee,Deep Learning Training Data for Autonomous Vehicles,https://finder.startupnationcentral.org/company_page/thewhollysee
936,Robit,App-Capable Mobile Robot for Homes,https://finder.startupnationcentral.org/company_page/robit
937,Lifegraph,AI Technology for Migraine Management,https://finder.startupnationcentral.org/company_page/lifegraph
938,Frank,Online Survey Platform,https://finder.startupnationcentral.org/company_page/frank
939,Perlis,"Wireless, Remote Patient-monitoring Solution",https://finder.startupnationcentral.org/company_page/perlis
940,hoopsAi,Real-time Sports Analysis and Commentary,https://finder.startupnationcentral.org/company_page/hoopsai
941,Fino,Personal Finance Manager,https://finder.startupnationcentral.org/company_page/fino
942,GYNISUS,Intelligent Healthcare Insights and Predictions,https://finder.startupnationcentral.org/company_page/gynisus
943,Nunetz,"Cyber-secure Workflow Engine for Physicians, Nurses, and Caregivers",https://finder.startupnationcentral.org/company_page/nunetz
944,Eye-Net Mobile,Cellular-based Accident Prevention Solutions,https://finder.startupnationcentral.org/company_page/eye-net-mobile
945,Facense,Wellness Smartglasses,https://finder.startupnationcentral.org/company_page/facense-ltd
946,Planck,AI-based Data Platform for Commercial Insurance,https://finder.startupnationcentral.org/company_page/planck-re
947,OptiWays,Cost-driven Route Optimization,https://finder.startupnationcentral.org/company_page/optiways
948,spirCare,Lung Capacity Measuring Device,https://finder.startupnationcentral.org/company_page/spircare
949,Pulse Play,All-in-One Wearable for Racket Sports,https://finder.startupnationcentral.org/company_page/pulse-play
950,Custodia,AI-based Expense Management Platform for Enterprises,https://finder.startupnationcentral.org/company_page/custodia
951,Dabra by SAP,Chatbot for Interpersonal Communication,https://finder.startupnationcentral.org/company_page/dabra
952,Biolojic Design,Human Antibody Therapeutics,https://finder.startupnationcentral.org/company_page/biolojic-design
953,Quana,Platform for Personalized Cannabinoid Consumption and Quality Assurance,https://finder.startupnationcentral.org/company_page/quana
954,Roby.ai,AI Platform for Rental Agencies,https://finder.startupnationcentral.org/company_page/roby-ai
955,Demisto,Collaborative and Automated Security Operations Platform,https://finder.startupnationcentral.org/company_page/demisto
956,Scanovate,Enterprise Identity and Compliance Solution,https://finder.startupnationcentral.org/company_page/scanovate
957,RevenueWize,Conversion Optimization for Amazon Sellers,https://finder.startupnationcentral.org/company_page/revenuewize
958,CoachAi,Virtual Personal Fitness Trainer,https://finder.startupnationcentral.org/company_page/coachai
959,City Hive,eCommerce and Data Platform for the Wine and Spirits Industry,https://finder.startupnationcentral.org/company_page/city-hive
960,Javelin Networks,Active Directory Protection Solution,https://finder.startupnationcentral.org/company_page/javelin-networks
961,shelfy.io,Mobile Commerce and Marketing Monetization Platform,https://finder.startupnationcentral.org/company_page/superup
962,RoadMetric,Mobile Law Enforcement Technology,https://finder.startupnationcentral.org/company_page/roadmetric
963,iOnRoad,Smartphone-based Driving Assistant for Road Safety,https://finder.startupnationcentral.org/company_page/ionroad
964,GammaSeed,Seed Analysis Solutions,https://finder.startupnationcentral.org/company_page/gammaseed
965,AIQHome,AI Lead-generation Platform for Home Service Market,https://finder.startupnationcentral.org/company_page/aiqoo
966,CogMe,"AI-powered Delirium Prediction, Detection, and Prevention",https://finder.startupnationcentral.org/company_page/cogme
967,Grant-AI,Grant Application Automation Solution,https://finder.startupnationcentral.org/company_page/grant-ai
968,Inspekto,Autonomous Machine-vision Systems for Industrial QA,https://finder.startupnationcentral.org/company_page/tinyinspektor
969,4M Analytics,Subsurface-infrastructure Geo-data,https://finder.startupnationcentral.org/company_page/4m-analytics
970,Jungo Connectivity,Driver Monitoring Systems,https://finder.startupnationcentral.org/company_page/jungo-connectivity
971,Spottee,AI-based Parking Marketplace,https://finder.startupnationcentral.org/company_page/spottee
972,ThirdEye Systems,Autonomous Drone Security Solutions,https://finder.startupnationcentral.org/company_page/thirdeye-systems
973,Edgify,Collaborative AI Model-training Platforms for Edge Devices,https://finder.startupnationcentral.org/company_page/pixoneye
974,Onvego,Conversational App Platform,https://finder.startupnationcentral.org/company_page/onvego-ltd
975,boust,Acceleration of Big Data Queries,https://finder.startupnationcentral.org/company_page/boust
976,Surecomp,Global Trade Finance Solutions for Banks and Corporations,https://finder.startupnationcentral.org/company_page/surecomp
977,Esthetic Eye,AI-based Photo Book Designer,https://finder.startupnationcentral.org/company_page/esthetic-eye
978,Brainvivo,AI-based Neural Network Platform,https://finder.startupnationcentral.org/company_page/brainvivo
979,IAGO,Real-time Guest Communication Platform,https://finder.startupnationcentral.org/company_page/img-ads
980,B24chat,Omnichannel Conversational AI Platform for Retail and Ecommerce,https://finder.startupnationcentral.org/company_page/b24chat
981,Proofig,Automated Quality Assurance for Research Articles,https://finder.startupnationcentral.org/company_page/proofig
982,Precio.AI,Fintech Solutions for Traditional Valuable Assets Worldwide,https://finder.startupnationcentral.org/company_page/precio-ai
983,Belle,Personalized Shopping Platform,https://finder.startupnationcentral.org/company_page/belle
984,oolo,AI-powered Problem Detection for Digital Media Companies,https://finder.startupnationcentral.org/company_page/oolo
985,Proonto,Customer-interaction Management Tool,https://finder.startupnationcentral.org/company_page/proonto
986,Passparto,AI-driven Content Creation Platform,https://finder.startupnationcentral.org/company_page/passparto
987,Ajinomatrix,Digitizing Scents and Tastes,https://finder.startupnationcentral.org/company_page/ajinomatrix
988,Articoolo Research,Automatic Text Creation,https://finder.startupnationcentral.org/company_page/articoolo
989,FitFully,Virtual Fitting for Online Footwear Shopping,https://finder.startupnationcentral.org/company_page/fitfully
990,flok,Customer Loyalty App,https://finder.startupnationcentral.org/company_page/flock
991,Affective Markets,Data-driven Emotional Analysis,https://finder.startupnationcentral.org/company_page/tastepals
992,TextLab,Text Personalization for Digital Marketing,https://finder.startupnationcentral.org/company_page/textlab
993,Gooster,Hotel Concierge Chatbot,https://finder.startupnationcentral.org/company_page/gooster
994,NeuroApplied,Marketing Based on the Quantified Subconscious,https://finder.startupnationcentral.org/company_page/neuroapplied
995,Adscale,Cloud-based Advertising Platform,https://finder.startupnationcentral.org/company_page/adscale
996,Artbrain,Growth Platform for Auction Houses and Galleries,https://finder.startupnationcentral.org/company_page/artbrain
997,Medisafe,Medication Management Platform,https://finder.startupnationcentral.org/company_page/medisafe-project
998,Wombat,In-app Engagement Platform,https://finder.startupnationcentral.org/company_page/wombat
999,Semantic Medical Simulations,Natural-language Interface for Medical Simulations,https://finder.startupnationcentral.org/company_page/semantic-medical-simulations
1000,Eventus Diagnostics,Blood Test for Breast Cancer Diagnosis,https://finder.startupnationcentral.org/company_page/eventus-diagnostics
1001,Jagger Solutions,Marketing Tool for eCommerce,https://finder.startupnationcentral.org/company_page/jagger
1002,botique.ai,AI-powered Virtual Assistant,https://finder.startupnationcentral.org/company_page/botique
1003,Essence Intelligence,AI-powered Business Analytics,https://finder.startupnationcentral.org/company_page/essence-intelligence
1004,Bestpractix,Contract Work Optimization Platform,https://finder.startupnationcentral.org/company_page/bestpractix
1005,Shoodoo Analytics,Predictive Analytics for Precise Business Answers,https://finder.startupnationcentral.org/company_page/shoodoo-analytics
1006,Prifender,Privacy Management and Compliance Solutions,https://finder.startupnationcentral.org/company_page/prifender
1007,SignifAI,Machine Intelligence for DevOps,https://finder.startupnationcentral.org/company_page/signifai
1008,Emerald Medical Application,Platform for Early Detection of Skin Cancer,https://finder.startupnationcentral.org/company_page/emerald-medical-applications
1009,PharmPool,Drug Therapy Management with Adverse Reaction Control,https://finder.startupnationcentral.org/company_page/pharmpool
1010,Foresight Automotive,Detection Technology for Driver Assistance Systems,https://finder.startupnationcentral.org/company_page/foresight-automotive
1011,Innosphere,AI-based Brain Stimulation Device for Treatment of ADHD,https://finder.startupnationcentral.org/company_page/innosphere
1012,udobu,Sports Fan Behavior Prediction Technology,https://finder.startupnationcentral.org/company_page/udobu
1013,Spetz.io,AI-powered Chatbot for Talent Management,https://finder.startupnationcentral.org/company_page/spetz
1014,WeDrive,Video Communication System for Autonomous Public Transportation,https://finder.startupnationcentral.org/company_page/wedrive
1015,Healife Systems,Automated Clinic Documentation,https://finder.startupnationcentral.org/company_page/healife
1016,Signals Analytics,Data Analytics for Product Development,https://finder.startupnationcentral.org/company_page/signals-analytics
1017,Mintigo,Intelligent Customer Engagement Platform,https://finder.startupnationcentral.org/company_page/mintigo
1018,FUSE Autotech,Finance Management Platform for Car Dealerships,https://finder.startupnationcentral.org/company_page/fuse-autotech
1019,Nanorep,Self-service Engagement Platform,https://finder.startupnationcentral.org/company_page/nanorep
